geonameid	name	asciiname	alternatenames	latitude	longitude	feature_class	feature_code	country_code	cc2	admin1_code	admin2_code	admin3_code	admin4_code	population	elevation	dem	timezone	modification_date
4043629	Canada	Canada		13.45988	144.78887	P	PPLX	GU		BA				0	37.0	44	Pacific/Guam	2011-06-25
4043988	Guam	Guam	GU,GUM,Guaam,Guahan,Guam,Guam - US Unincorporated Organized Territory,Guam nutome,Guama,Guamas,Guamu,Guwam,Guâm,Guåhan,Gvam,Gvamo,Gwam,Gwamu,Gwamɛ,Islan Guahan,Islan Guåhan,Kuamu,Ngwame,Nkouam,Quam,Territory of Guam,ghwam,gu'am,gu'ama,guam,guami,guamu,guan dao,guraama,guvam,guvama,guyama,gvam,gvama,gwam,gwwʼam,gۇyam,i-Guam,kuvam,kwm,Γκουάμ,Гуам,Գուամ,גואם,גוואַם,غوام,ګwam,ګوام,گوام,گُوام,گۇئام,गुआम,गुवाम,গুয়াম,গুৱাম,ਗੁਆਮ,ગ્વામ,ଗୁଆମ୍,குவாம்,గ్వామ్,ಗುವಾಮ್,ഗ്വാം,ගවාම,ගුවාම්,กวม,ກວາມ,ག་འམ་ མཚ་གང,གུ་འམ་ མཚོ་གླིང,ဂူအမ်,გუამი,ጉዋም,ហគា,ហ្គាំ,グアム,关岛,關島,괌	13.47861	144.81834	A	PCLD	GU	US	00				165768	406.0	111	Pacific/Guam	2022-09-30
7871329	Salisbury	Salisbury		13.55941	144.90136	P	PPLX	GU		YG				0	189.0	180	Pacific/Guam	2011-06-23
2368954	Tombali	Tombali	Caleu,Gibraltar,Ilheu de Colbert,Tombali	11.3	-15.41667	P	PPL	GW		00				0		4	Africa/Bissau	2012-01-18
2370529	Portugal	Portugal		11.73333	-14.86667	P	PPL	GW		00				0		32	Africa/Bissau	1993-12-23
2370530	Portugal	Portugal		11.58333	-15.5	P	PPL	GW		00				0		18	Africa/Bissau	1993-12-23
2372248	Republic of Guinea-Bissau	Republic of Guinea-Bissau	A Guinea Bissau,Bisau Gvineja,Bisau Gvinėja,Bissau-Guinea,Gene-Busau,Ghi-ne Bit xao (Guinea-Bissau),Ghi-ne Bit-xao,Ghi-nê Bít xao (Guinea-Bissau),Ghi-nê Bít-xao,Gine Bisawo,Gine Bissau,Gine-Bisaawo,Gine-Bisaawoo,Gine-Bisaawóo,Gine-Bisao,Gine-Bisau,Gine-Biso,Gine-Bissau,Ginea Bissau,Ginea-Bissa,Ginea-Bissau,Ginebisau,Gineya Bisawu,Gineyaen-Bisauaen,Gineyän-Bisauän,Gini Bisau,Gini Bisaw,Gini-Bioso,Gini-Bisaaw,Gini-Bisao nutome,Gini-Bisawu,Gini-Bitau,Giné-Bisao,Giné-Bisau,Ginɛbisau,Gninee-Bisau,Gninëe-Bisau,Gouinea Bisaou,Gouinea-Mpissaou,Guine Bissau,Guine Portuguesa,Guine-Bisau,Guine-Bissaou,Guine-Bissau,Guinea Bisau,Guinea Bissau,Guinea Bissaviensis,Guinea-Bisau,Guinea-Bissau,Guinea-Bissáu,Guinea-Bisáu,Guinee Bissao,Guinee-Bissau,Guineea-Bissau,Guinèa Bissau,Guiné Bissau,Guiné Portuguesa,Guiné-Bissau,Guinée Bissao,Guinée-Bissau,Guinê-Bissaou,Gvinea-Bisau,Gvinea-Bissau,Gvinej-Bisau,Gvineja Bisao,Gvineja Bisau,Gvineja Bissau,Gvineja-Bisao,Gvineja-Bisau,Gvineja-Bisava,Gvineja-Bissau,Gvineo Bisaua,Gvineo Bisaŭa,Gvineo-Bisauo,Gvineo-Bisaŭo,Gvineya-Bisau,Gwinea Bissau,Gwineya-Bisau,Gwineýa-Bisau,Gyni-Bissaw,Gínea-Bissá,Gîne-Bissau,Kini-Pisau,Nginebisau,Portuguese Guinea,Provincia da Guine,Província da Guiné,Qvineya-Bisau,Republic of Guinea-Bissau,Republica da Guine-Bissau,República da Guiné-Bissau,gene-bhehcaw,ghynya bysaw,ginebiso,ginebisso,gini bisaʿo,gini-bicha'o,gini-bis'sav,gini-bisa'u,giniabisau,giniabisau gong he guo,ginibisau,giniya-bis'sav,giniya-bisa,gny bsaw,gny bsayw,gu'ini'a-bisa'u,gvinea-bisau,gvynېyە byssayۇ,gwynya-bysaw,gynh bysayw,gyny bisaw,gynʻ־bysʼaw,gyvynyyە byssayۇ,i-Guinea-Bissau,il-Guinea-Bissau,ji nei ya bi shao,ji nei ya bi suo,kini bis sea,kini-bi s sea,kiniya-pis'sav,prathes kini-bis sea,Γουινέα Μπισάου,Γουινέα-Μπισσάου,Гвинеа-Бисау,Гвиней-Бисау,Гвинея Бисау,Гвинея-Бисау,Гвинея-Биссау,Гвинеја Бисао,Гвинеја-Бисао,Гвинеја-Бисау,Гвінея-Бісау,Гвінея-Біссау,Ґвінея-Бісау,Գվինեա-Բիսաու,גינאה ביסאו,גינאה־ביסאו,גיניאה-ביסאו,גינע־ביסאַו,غينيا بيساو,ګynh bysw,ګوينې بېساو,ګینه بیسو,گني بسائو,گنی بساؤ,گوینیا-بیساو,گىۋىنىيە بىسسائۇ,گۋىنېيە بىسسائۇ,گینه بیسائو,گینهٔ بیسائو,گینێ بیساو,گیٖنی بِساو,गिनी-बिसाउ,गिनी-बिसाऊ,गीनी-बिसाउ,গিনি-বিছাও,গিনি-বিসাউ,ਗਿਨੀ-ਬਿਸਾਉ,ગિની-બિસાઉ,ଗୁଇନିଆ-ବିସାଉ,கினியா-பிஸ்ஸாவ்,గినియా-బిస్సావ్,ಗಿನಿ-ಬಿಸ್ಸಾವ್,ഗിനിയ-ബിസൗ,ගන බසව,ගිනි බිසව්,กินี-บิสเซา,กินีบิสเซา,ประเทศกินี-บิสเซา,ກນ-ບສເຊາ,ກິນີ-ບິສເຊົາ,ག་ན་ བ་སའ,གྷི་ནི་ བྷི་སཱའུ,གྷི་ནི་ཡ་བིས྄་སོ།,ဂီနီ-ဘီစော,გვინეა-ბისაუ,ቢሳዎ,ጊኒ ቢሳኦ,ጊኔ-ቢሳው,ហគណេបសស,ហ្គីណេប៊ីស្សូ,ギニアビサウ,ギニアビサウ共和国,几内亚比绍,幾內亞比索,기네비소,기네비쏘,기니비사우	12.0	-15.0	A	PCLI	GW		00				1874309		29	Africa/Bissau	2021-08-16
3375206	Washington	Washington		6.48514	-57.68308	S	EST	GY		15				0		3	America/Guyana	2012-06-06
3375414	Voorburg	Voorburg		6.62339	-58.23195	S	EST	GY		14				0		4	America/Guyana	2012-06-06
3375415	Voorburg	Voorburg		5.77722	-57.64876	L	LCTY	GY		18				0		14	America/Guyana	2012-02-02
3375421	Virginia	Virginia	Virginia	6.62555	-57.91315	P	PPL	GY		12				0		1	America/Guyana	2023-06-14
3375443	Utrecht	Utrecht		6.72825	-58.14054	S	EST	GY		12				0		1	America/Guyana	2012-06-06
3375683	The Best	The Best	Best,The Best	6.81351	-58.20024	P	PPL	GY		14				0		3	America/Guyana	2023-06-14
3375869	Number Seventy-four Stockholm	Number Seventy-four Stockholm	Balaam,Number 74,Number Seventy-four Balaam,Number Seventy-four Stockholm,Stockholm	5.92128	-57.15396	P	PPL	GY		13				0		4	America/Guyana	2012-06-06
3375919	Somerset	Somerset	Somerset	7.39659	-58.56518	P	PPL	GY		16				0		4	America/Guyana	2022-04-17
3376160	Salisbury	Salisbury	Salisbury	6.63702	-57.92156	S	EST	GY		12				0		1	America/Guyana	2023-06-14
3376218	Rotterdam	Rotterdam	Rotterdam	6.82488	-58.21086	P	PPL	GY		14				0		1	America/Guyana	2023-06-14
3376219	Rotterdam	Rotterdam		6.17833	-57.53258	S	EST	GY		13				0		3	America/Guyana	2012-06-06
3376231	Rome	Rome	Rome	6.77648	-58.1523	S	EST	GY		12				0		1	America/Guyana	2023-06-14
3376265	Richmond	Richmond	Richmond	7.27306	-58.48141	P	PPL	GY		16				0		1	America/Guyana	2022-04-17
3376266	Richmond	Richmond		6.23333	-58.3	S	EST	GY		14				0		16	America/Guyana	1993-12-15
3376472	Perth	Perth	Perth,Perth Village	6.55435	-57.80143	P	PPL	GY		15				0		1	America/Guyana	2023-06-14
3376473	Perth	Perth	Perth	7.35618	-58.49324	P	PPL	GY		16				0		1	America/Guyana	2022-04-17
3376545	Palmyra	Palmyra		6.93333	-58.98333	S	EST	GY		16				0		76	America/Guyana	1993-12-15
3376546	Palmyra	Palmyra	Lot Number 3,Lot Number Three,Number 3,Palmyra	6.60717	-57.89505	S	EST	GY		12				0		1	America/Guyana	2023-06-14
3376547	Palmyra	Palmyra	Number 4,Palmyra	6.28333	-57.5	S	EST	GY		13				0		4	America/Guyana	2012-01-18
3376548	Palmyra	Palmyra		5.6	-58.36667	L	AREA	GY		18				0		41	America/Guyana	1993-12-15
3376739	New York	New York		7.58333	-58.71667	S	EST	GY		16				0		16	America/Guyana	1993-12-15
3376741	Newtown	Newtown		6.81377	-58.14444	P	PPLX	GY		12				0		3	America/Guyana	2012-04-05
3377155	Manchester	Manchester		6.21457	-57.30507	S	EST	GY		13				0		4	America/Guyana	2012-06-06
3378160	Java	Java		6.13333	-57.2	P	PPL	GY		13				0		5	America/Guyana	1993-12-15
3378161	Java	Java		6.77931	-58.24154	S	EST	GY		14				0		1	America/Guyana	2012-04-05
3378162	Java	Java	Java,Number 41	6.11667	-57.21667	S	EST	GY		13				0		2	America/Guyana	2012-01-18
3378256	Indiana	Indiana	Indiana,Indina	6.89321	-58.68946	L	LCTY	GY		16				0		11	America/Guyana	2023-06-14
3378459	Mary	Mary	Haarlem,Harlem,Mary,Mary & Harlem,Mary and Harlem	6.83449	-58.22045	P	PPL	GY		14				0		1	America/Guyana	2023-06-14
3378634	Glasgow Village	Glasgow Village	Glasgow,Glasgow Village	6.51667	-58.28333	P	PPL	GY		12				0		18	America/Guyana	2012-01-18
3378635	Glasgow	Glasgow		6.19229	-57.51514	S	ESTSG	GY		13				0		4	America/Guyana	2012-06-06
3378636	Glasgow	Glasgow		6.49629	-58.29468	P	PPLL	GY		14				0		14	America/Guyana	2012-06-06
3378638	Number Thirty-nine Gibraltar	Number Thirty-nine Gibraltar	Gibraltar,Number 39,Number Thirty-nine Gibraltar	6.2725	-57.40008	S	EST	GY		13				0		3	America/Guyana	2012-06-06
3378651	Gelderland	Gelderland		6.22863	-57.54973	S	ESTSG	GY		15				0		7	America/Guyana	2012-06-06
3378851	Durban	Durban		6.32399	-58.70078	S	EST	GY		11				0		46	America/Guyana	2012-06-06
3379096	Columbia	Columbia	Columbia	7.22346	-58.48557	P	PPL	GY		16				0		1	America/Guyana	2022-04-17
3379097	Columbia	Columbia	Columbia	6.64494	-57.87554	P	PPL	GY		15				0		1	America/Guyana	2023-06-14
3379180	Caracas	Caracas		6.2262	-57.5062	S	EST	GY		13				0		3	America/Guyana	2012-06-06
3379181	Caracas	Caracas	Caracas,Caraccas	5.56667	-57.91667	S	EST	GY		18				0		26	America/Guyana	2012-01-18
3379296	Bremen	Bremen	Bremen	7.15618	-58.47982	P	PPL	GY		16				0		1	America/Guyana	2022-04-17
3379297	Bremen	Bremen		6.95	-58.46667	S	EST	GY		14				0		1	America/Guyana	1993-12-15
3379315	Bordeaux	Bordeaux		6.75881	-58.24486	S	EST	GY		14				0		1	America/Guyana	2012-04-05
3379846	Amsterdam	Amsterdam	Amsterdam	6.92315	-58.38091	P	PPL	GY		14				0		-9999	America/Guyana	2023-06-14
3379847	Lot Forty-seven	Lot Forty-seven	Amsterdam,Lot 47,Lot Forty-seven	6.09505	-58.29998	S	EST	GY		18				0		17	America/Guyana	2012-06-06
3379848	Amsterdam	Amsterdam	Amsterdam	5.73776	-57.46767	S	EST	GY		13				0		17	America/Guyana	2015-09-06
3379858	Amersfoort	Amersfoort	Amersfoort,Amersfort,Amsterfoort	6.97184	-58.42602	P	PPL	GY		14				0		-9999	America/Guyana	2023-06-14
8311831	Haarlem	Haarlem	Haarlem,Harlem	6.83143	-58.21686	P	PPL	GY		14				0		1	America/Guyana	2023-06-15
8313444	Dublin	Dublin	Dublin	7.4495	-58.61424	P	PPL	GY		16				0		5	America/Guyana	2022-04-18
8314089	Voorburg	Voorburg		6.26574	-57.50824	S	EST	GY		13				0		11	America/Guyana	2012-06-07
8314122	Fort Wellington	Fort Wellington	Fort Wellington,Wellington	6.39087	-57.60381	P	PPLA	GY		15				0		2	America/Guyana	2014-10-02
8315956	Palmyra	Palmyra	Palmyra	6.91191	-58.48447	P	PPL	GY		14				0		-9999	America/Guyana	2023-06-15
8361466	Amsterdam	Amsterdam		6.25572	-57.51644	P	PPLX	GY		13				0		2	America/Guyana	2012-08-06
12537530	Newtown	Newtown	Newtown	6.75669	-57.99316	P	PPLX	GY		12				0		1	America/Guyana	2023-06-16
1819723	Ho Pui	Ho Pui	Hebei,Ho Pui,he bei,河背	22.41292	114.06889	P	PPL	HK		NYL				0		14	Asia/Hong_Kong	2018-02-22
1819727	Hong Kong Island	Hong Kong Island	Chon'nk Kon'nk,GJao Hong Kong,Gonkong,Hiong-kang-to,Hiong-kong-to,Hiong-káng-tó,Hiông-kóng-tó,Hong Kong,Hong Kong Adasi,Hong Kong Adası,Hong Kong uhartea,Hongcongum,Hongipua,Hongkong,Hongkong-sziget,Hongkongi saar,Hongkongin saari,Hongkongoen,Hongkongoya,Hongkongön,Hongkongøya,Honkonga,Honkonga Insulo,Honkongas,Hsiang-chiang,Hsiang-kang,Ile de Hong Kong,Ilha de Hong Kong,Illa de Hong Kong,Isla de Hong Kong,Isula di Hong Kong,Khong Kong,Khongkong,Khonkong,Ostriv Gonkong,Pulau Hong Kong,Vostrau Gankong,hon'ga kon'ga,hong-kʼongi,hongkong seom,hwng qwng,jzyrh hng kng,jzyrt hwngh kwngh,keaa hxngkng,onkon tivu,shyanggang,xiang gang dao,Ìsula di Hong Kong,Île de Hong Kong,Đảo Hồng Kông,Χονγκ Κονγκ,Востраў Ганконг,Гонконг,Острів Гонконг,Хонг Конг,Хонгконг,Хонконг,הונג קונג,جزيرة هونغ كونغ,جزیره هنگ کنگ,جزیرہ ہانگ کانگ,شياڭگاڭ,होन्ग कोन्ग,ஒங்கொங் தீவு,เกาะฮ่องกง,ჰონგ-კონგი,香港島,홍콩 섬	22.26686	114.17885	T	ISL	HK		00				1195529		154	Asia/Hong_Kong	2024-03-12
1819729	Hong Kong	Hong Kong	Chon'nk Kon'nk,Gankong,Gon Kong,Gonkong,HKG,Hiong-geng,Hiŏng-gē̤ng,Hong Kong,Hongkong,Honkong,Honkongo,Hồng Kông,Khongkong,Khonkong,Victoria,Xianggang,ankan,hamga kamga,hanakana,hang kang,hang kang nagaram,hangakanga,hang‌kang,hankam,heankean,hng kng,hon'ga kon'ga,hong-kʼongi,hongakonga,hongkong,honkongu,hwng kwng,hwng qwng,hwngh kwngh,hwnj kwnj,hxngkng,hʼng qʼng,shyanggang,xiang gang,Χονγκ Κονγκ,Ганконг,Гонконг,Хонгконг,Хонконг,Һoң Koң,Һоң Коң,Հոնկոնգ,האנג קאנג,הונג קונג,شياڭگاڭ,هانگ کانگ,هنگ کنگ,هونج كونج,هونغ كونغ,هونگ کونگ,ھwng kwng,ھونگ کونگ,ھۆng kۆng,ھۆنگ کۆنگ,ہang kang,ہانگ کانگ,ހޮންކޮންގު,हङकङ,हाँग काँग,हांगकांग,हांग् कांग् नगरम्,हॉन्ग कॉन्ग,হংকং,ਹਾਂਗਕਾਂਗ,હોંગકોંગ,ହଂକଂ,ஆங்காங்,హాంగ్‌కాంగ్,ಹಾಂಗ್ ಕಾಂಗ್,ഹോങ്കോങ്,හොංකොං,ฮ่องกง,ཧང་ཀང་།,ཧོང་ཀོང་།,ဟောငကောင,ဟောင်ကောင်,ჰონგ-კონგი,ሆንግ ኮንግ,ហងកង,ហុងកុង,香港,홍콩	22.27832	114.17469	P	PPLC	HK						7491609		60	Asia/Hong_Kong	2024-01-02
1819730	Hong Kong Special Administrative Region	Hong Kong Special Administrative Region	Babban Yankin Mulkin Hong Kong na Ƙasar Sin,Chon'nk Kon'nk,Gankong,Gonkong,Hong Cong,Hong Kong,Hong Kong S.A.R,Hong Kong SAR China,Hong Kong Special Administrative Region,Hong-Kong,Hongi Kongi,Hongkong,Honkong,Honkonga,Honkongas,Honkongo,Honq Konq,Hsiang-chiang,Hɔng Kɔng nutome,Hồng Kông,Khong Kong,Khongkong,Khonkong,Oon Kon,Ooŋ Koŋ,Posebna upravna regija Hong Kong,Sjangan,Sonderverwaltungszone Hongkong der Volksrepublik China,Xianggang,Xianggang Tebie Xingzhengqu,ham kam,hamga kamga,hamgakamga,hanakana,hang kang,hang ڪang,hanga kanga,hankam,hankan,hankang,hanګ kanګ,heankean,hongakonga,hongkong,honkʼongi,hwng qwng,hwngh kwngh,hxngkng,i-Hong Kong,shyanggang,xiang gang,xiang gang te bie xing zheng qu,Χονγκ Κονγκ,Ганконг,Гонконг,Сянган,Хонг Конг,Хонгконг,Хонконг,Ҳonkong,Ҳонконг,Հոնկոնգ,הונג קונג,شياڭگاڭ,هانګ کانګ,هانگ ڪانگ,هنگ‌کنگ,هونغ كونغ,ہang kang ays aے ar chyn,ہانگ کانگ,ہانگ کانگ ایس اے آر چیٖن,हङकङ,हाँग काँग,हाँगकाँग,হং কং,হংকং,ਹਾਂਗ ਕਾਂਗ,હોંગકોંગ,ହଂ କଂ,ஹாங்காங்,హాంకాంగ్,ಹಾಂಗ್ ಕಾಂಗ್,ഹോങ്കോങ്,හොංකොං,ฮ่องกง,ຮງກງ,ຮົງກົງ,ཧོང་ཀོང,ཧོང་ཀོང༌།,ဟောင်ကောင်,ჰონკონგი,ሆንግ ኮንግ,ហុងកុង,香港,香港特別行政區,香港特别行政区,홍콩	22.25	114.16667	A	PCLS	HK		00				7491609		46	Asia/Hong_Kong	2024-04-04
3600314	Virginia	Virginia	Santa Cruz de Virginia,Virginia	14.98333	-89.05	P	PPL	HN		05				0		802	America/Tegucigalpa	2012-01-18
3600315	Virginia	Virginia	Virgina,Virginia	14.01667	-88.56667	P	PPL	HN		13				0		391	America/Tegucigalpa	2012-01-18
3600316	Virginia	Virginia	Municipio de Virginia,Virginia	14.00522	-88.56193	A	ADM2	HN		13	1327.0			2666		228	America/Tegucigalpa	2018-08-08
3600381	Veracruz	Veracruz		15.68333	-88.11667	P	PPL	HN		06				0		16	America/Tegucigalpa	1993-12-23
3600382	Veracruz	Veracruz	Veracruz	14.91667	-88.78333	P	PPL	HN		05				1045		1128	America/Tegucigalpa	2013-04-04
3600384	Veracruz	Veracruz		14.4	-87.8	P	PPL	HN		04				0		1756	America/Tegucigalpa	1993-12-23
3600386	Veracruz	Veracruz		13.41667	-86.95	P	PPL	HN		02				0		854	America/Tegucigalpa	1993-12-23
3600387	Veracruz	Veracruz	Municipio de Veracruz,Veracruz	14.88343	-88.7857	A	ADM2	HN		05	423.0			2624		814	America/Tegucigalpa	2018-08-08
3601468	Santiago	Santiago		15.63333	-87.6	P	PPL	HN		01				0		233	America/Tegucigalpa	1993-12-23
3601469	Santiago	Santiago		15.63333	-87.08333	P	PPL	HN		01				0		28	America/Tegucigalpa	1993-12-23
3601470	Santiago	Santiago		15.25	-87.93333	P	PPL	HN		06				0		41	America/Tegucigalpa	1993-12-23
3601471	Santiago	Santiago	Santiago,Santiago de Posta	14.98333	-88.58333	P	PPL	HN		16				0		344	America/Tegucigalpa	2012-01-18
3601472	Santiago	Santiago		14.23333	-88.66667	P	PPL	HN		13				0		1059	America/Tegucigalpa	1993-12-23
3601473	Santiago	Santiago		14.1	-87.95	P	PPL	HN		12				0		1706	America/Tegucigalpa	1993-12-23
3601474	Santiago	Santiago		14.0	-88.25	P	PPL	HN		10				0		718	America/Tegucigalpa	1993-12-23
3601475	Santiago	Santiago		13.86667	-87.3	P	PPL	HN		08				0		968	America/Tegucigalpa	1993-12-23
3602274	San Francisco de Soroguara	San Francisco de Soroguara	San Fracisco de Soroguara,San Francisco,San Francisco de Soroguara	14.31667	-87.4	P	PPL	HN		08				0		1482	America/Tegucigalpa	2012-01-18
3602275	San Francisco de Ojuera	San Francisco de Ojuera	San Francisco,San Francisco Ojuera,San Francisco de Ojuera	14.75	-88.18333	P	PPL	HN		16				853		434	America/Tegucigalpa	2012-01-18
3602277	San Francisco del Valle	San Francisco del Valle	San Francisco,San Francisco del Valle	14.43542	-88.95608	P	PPL	HN		14				1878		926	America/Tegucigalpa	2021-08-06
3602299	San Francisco	San Francisco		14.98333	-86.75	H	STM	HN		15				0		708	America/Tegucigalpa	1993-12-23
3602300	San Francisco	San Francisco		13.53333	-87.25	H	STM	HN		02				0		213	America/Tegucigalpa	1993-12-23
3602301	San Francisco	San Francisco		15.65	-87.05	P	PPL	HN		01				2806		27	America/Tegucigalpa	2006-01-17
3602302	San Francisco	San Francisco		15.41667	-86.43333	P	PPL	HN		18				0		270	America/Tegucigalpa	1993-12-23
3602303	San Francisco	San Francisco		15.38333	-87.33333	P	PPL	HN		18				0		897	America/Tegucigalpa	1993-12-23
3602304	San Francisco de Los Valles	San Francisco de Los Valles	San Francisco,San Francisco de Los Valles	15.30916	-88.3583	P	PPL	HN		16				0		197	America/Tegucigalpa	2021-08-06
3602305	San Francisco	San Francisco		15.28333	-88.05	P	PPL	HN		06				0		501	America/Tegucigalpa	1993-12-23
3602306	San Francisco	San Francisco		15.11667	-88.28333	P	PPL	HN		16				0		552	America/Tegucigalpa	1993-12-23
3602307	San Francisco	San Francisco		15.03333	-88.45	P	PPL	HN		16				0		816	America/Tegucigalpa	1993-12-23
3602308	San Francisco	San Francisco		14.96667	-87.01667	P	PPL	HN		08				0		1726	America/Tegucigalpa	1993-12-23
3602309	San Francisco	San Francisco		14.86667	-87.2	P	PPL	HN		12				0		670	America/Tegucigalpa	1993-12-23
3602310	San Francisco	San Francisco		14.86667	-86.93333	P	PPL	HN		08				0		1419	America/Tegucigalpa	1993-12-23
3602311	San Francisco	San Francisco		14.78333	-89.13333	P	PPL	HN		05				0		1219	America/Tegucigalpa	1993-12-23
3602312	San Francisco	San Francisco		14.78333	-86.93333	P	PPL	HN		08				0		900	America/Tegucigalpa	1993-12-23
3602313	San Francisco	San Francisco		14.68333	-87.18333	P	PPL	HN		08				0		616	America/Tegucigalpa	1993-12-23
3602314	San Francisco	San Francisco		14.58333	-89.06667	P	PPL	HN		14				0		1286	America/Tegucigalpa	1993-12-23
3602315	San Francisco	San Francisco		14.58333	-87.13333	P	PPL	HN		08				0		898	America/Tegucigalpa	1993-12-23
3602316	San Francisco	San Francisco		14.51667	-88.91667	P	PPL	HN		14				0		1137	America/Tegucigalpa	1993-12-23
3602317	San Francisco	San Francisco	El Valle de San Francisco,San Francisco	14.38333	-88.71667	P	PPL	HN		13				0		1432	America/Tegucigalpa	2012-01-18
3602318	San Francisco	San Francisco	San Francisco,San Francisco Lempira	14.11667	-88.36667	P	PPL	HN		13				0		599	America/Tegucigalpa	2012-01-18
3602319	San Francisco	San Francisco	San Francisco,San Francisco-Aceituno	14.1	-88.66667	P	PPL	HN		13				0		206	America/Tegucigalpa	2012-01-18
3602320	San Francisco	San Francisco		14.1	-88.0	P	PPL	HN		12				0		1596	America/Tegucigalpa	1993-12-23
3602321	San Francisco	San Francisco	San Francisco,San Franco	14.08333	-88.48333	P	PPL	HN		13				0		1066	America/Tegucigalpa	2012-01-18
3602322	San Francisco	San Francisco		14.06667	-88.56667	P	PPL	HN		13				0		615	America/Tegucigalpa	1993-12-23
3602323	San Francisco	San Francisco		14.06667	-87.75	P	PPL	HN		12				0		807	America/Tegucigalpa	1993-12-23
3602324	San Francisco	San Francisco		13.98333	-86.36667	P	PPL	HN		07				0		624	America/Tegucigalpa	1993-12-23
3602325	San Francisco	San Francisco		13.95389	-87.39083	P	PPL	HN		08				0		1331	America/Tegucigalpa	2004-08-12
3602326	San Francisco	San Francisco		13.85	-87.25	P	PPL	HN		08				0		1036	America/Tegucigalpa	1993-12-23
3602327	San Francisco	San Francisco		13.78333	-88.4	P	PPL	HN		10				0		382	America/Tegucigalpa	1993-12-23
3602328	San Francisco	San Francisco		13.63333	-87.65	P	PPL	HN		17				0		146	America/Tegucigalpa	1993-12-23
3602329	San Francisco	San Francisco		13.60833	-87.25917	P	PPL	HN		02				0		277	America/Tegucigalpa	2004-02-19
3602330	San Francisco	San Francisco		13.36667	-86.9	P	PPL	HN		02				883		1142	America/Tegucigalpa	2006-01-17
3602331	San Francisco	San Francisco		13.18083	-87.09833	P	PPL	HN		02				0		120	America/Tegucigalpa	2003-05-15
3602332	San Francisco	San Francisco	Municipio de San Francisco,San Francisco	15.65246	-87.01736	A	ADM2	HN		01	106.0			10683		62	America/Tegucigalpa	2018-08-08
3602333	San Francisco	San Francisco	Municipio de San Francisco,San Francisco	14.12435	-88.37189	A	ADM2	HN		13	1317.0			7895		607	America/Tegucigalpa	2018-08-08
3602364	San Diego	San Diego		14.03333	-86.48333	H	STM	HN		07				0		608	America/Tegucigalpa	1993-12-23
3602365	San Diego	San Diego		15.11667	-87.15	P	PPL	HN		18				0		653	America/Tegucigalpa	1993-12-23
3602366	San Diego	San Diego		15.1	-86.38333	P	PPL	HN		15				0		1053	America/Tegucigalpa	1993-12-23
3602367	San Diego	San Diego		14.43333	-86.15	P	PPL	HN		15				0		1112	America/Tegucigalpa	1993-12-23
3602368	San Diego	San Diego		14.05	-86.46667	P	PPL	HN		07				1306		585	America/Tegucigalpa	2006-01-17
3602369	San Diego	San Diego		13.65444	-87.16111	P	PPL	HN		07				0		878	America/Tegucigalpa	2003-07-17
3602370	San Diego	San Diego		13.55	-87.11667	P	PPL	HN		07				0		297	America/Tegucigalpa	1993-12-23
3602371	San Diego	San Diego		13.43333	-86.75	P	PPL	HN		02				0		1052	America/Tegucigalpa	1993-12-23
3603169	Puerto Alto	Puerto Alto	Puente Alto,Puerto Alto	15.7	-87.86667	P	PPL	HN		06				1385		11	America/Tegucigalpa	2012-01-18
3603185	Puente Alto	Puente Alto		15.63333	-86.4	P	PPL	HN		03				0		215	America/Tegucigalpa	1993-12-23
3604380	Nueva York	Nueva York	New York,Nueva York	14.8	-88.36667	P	PPL	HN		16				0		1304	America/Tegucigalpa	2012-01-18
3604603	Montevideo	Montevideo		15.71667	-86.9	P	PPL	HN		01				0		27	America/Tegucigalpa	1993-12-23
3607273	La Palma	La Palma		14.55	-87.63333	P	PPL	HN		04				0		672	America/Tegucigalpa	1993-12-23
3607274	La Palma	La Palma		13.585	-87.33278	P	PPL	HN		02				0		125	America/Tegucigalpa	2004-02-19
3607275	La Palma	La Palma		13.43333	-86.83333	P	PPL	HN		02				0		1067	America/Tegucigalpa	1993-12-23
3607905	La Florida	La Florida	Florida,La Florida	14.06667	-87.98333	P	PPL	HN		12				899		1721	America/Tegucigalpa	2012-01-18
3607906	La Florida	La Florida	Florida,La Florida	14.01667	-87.96667	P	PPL	HN		12				0		1228	America/Tegucigalpa	2012-01-18
3608849	Indiana	Indiana		15.46667	-87.85	P	PPL	HN		06				0		26	America/Tegucigalpa	1993-12-23
3609069	San Francisco	San Francisco		13.97111	-87.00306	P	PPL	HN		08				0		774	America/Tegucigalpa	2004-02-20
3609322	Guam	Guam	Guam,Guani	15.11667	-83.3	P	PPL	HN		09				0		-9999	America/Tegucigalpa	2012-01-18
3609681	Florida	Florida	Florida	15.02692	-88.83567	P	PPL	HN		05				5340		504	America/Tegucigalpa	2021-08-06
3609682	Florida	Florida		13.85	-88.36667	P	PPL	HN		10				0		453	America/Tegucigalpa	1993-12-23
3609683	Florida	Florida		15.17	-88.81	A	ADM2	HN		05	410.0			24983		769	America/Tegucigalpa	2015-05-19
3610650	El Potrero	El Potrero	El Potrero,San Francisco	14.45	-88.03333	P	PPL	HN		10				0		640	America/Tegucigalpa	2012-01-18
