geonameid	name	asciiname	alternatenames	latitude	longitude	feature_class	feature_code	country_code	cc2	admin1_code	admin2_code	admin3_code	admin4_code	population	elevation	dem	timezone	modification_date
11672325	Shāri‘ Dubayy	Shari` Dubayy	Dubai,Shari` Dubayy,Shāri‘ Dubayy,شارع دبي	32.5329	35.8495	R	ST	JO		18				0		628	Asia/Amman	2020-06-14
1850144	Tokyo Prefecture	Tokyo Prefecture	Dung-ging-du,Dunghgingh,Dŭng-gĭng-dŭ,ITokyo,Prefecture de Tokyo,Prefektur Tokyo,Prefekturai Tokio,Prefektuur Tokio,Préfecture de Tokyo,Tang-kiaⁿ-to͘,Tochiu,Togjo,Toiceo,Tokejes,Tokia,Tokija,Tokijas,Tokio,Tokiu,Tokium,Tokiyo,Tokió,Tokjo,Tokyo,Tokyo Metropolis,Tokyo Prefecture,Tokyo prefektur,Tokyo prefektuur,Tokėjės,Tookjoo,Toquio,Toquiu,Tung-kin,Tuokio,Táłtsʼá Hiníyíní,Tòkyo,Tòquio,Tóiceo,Tókýó,Tóquio,Tóquiu,Tûng-kîn,Tōkio,Tōkiō,Tōkyō,Tōkyō prefektuur,Tōquiō,canghwad tokeiyw,dokkyo,dokyo do,dong jing,dong jing dou,prefectura de Toquio,prefectura de Tòquio,taki'a',teakkiyea,toki'o,tokios.,tokiyo,tokkiyo,tokyo,toukyouto,twkyw,twqyw,Τόκιο,Префектураи Токио,Токио,Токё,Токіа,Токіо,Тоокёо,Тѡкиѡ,Թոքիօ,Տոկիո,טאקיא,טוקיו,تؤکيؤ,توكيو,توکيو,توکیو,تۆکیۆ,طوكيو,ٹوکیو,ٽوڪيو,ܛܘܩܝܘ,टोकियो,टोक्यो,तोक्यो,টকিঅ',টোকিও,ਟੋਕੀਓ,ટોક્યો,ଟୋକିଓ,தோக்கியோ,టోక్యో,ಟೋಕಿಯೋ,ಟೋಕ್ಯೊ,ടോക്കിയോ,ටෝකියෝ,จังหวัดโตเกียว,ໂຕກຽວ,ཊོ་ཀི་ཡ,ཐོ་ཁེ་ཡོ།,တိုကျိုမြို့,ဝေင်ꩻတိုကျို,ტოკიო,ቶክዮ,ᏙᎩᏲ,ᑐᑭᔪ,ᑑᑭᐅ,តូក្យូ,ᱴᱳᱠᱭᱚ,とうきょうと,东京都,東京,東京都,도꾜,도쿄 도,𐍄𐌰𐌿𐌺𐌹𐌰𐌿	35.6895	139.69171	A	ADM1	JP		40.0				13988129		44	Asia/Tokyo	2024-01-02
1850147	Tokyo	Tokyo	Edo,TYO,Tochiu,Tocio,Tokija,Tokijas,Tokio,Tokió,Tokjo,Tokyo,Toquio,Toquio - dong jing,Toquio - 東京,Tòquio,Tókýó,Tóquio,Tōkyō,dokyo,dong jing,dong jing dou,dong-gyeong,tokeiyw,toki'o,tokkiyo,tokyo,twkyw,twqyw,Τόκιο,Токио,Токё,Токіо,Տոկիո,טוקיו,توكيو,توکیو,طوكيو,ܛܘܟܝܘ,ܜܘܟܝܘ,टोक्यो,টোকিও,டோக்கியோ,โตเกียว,ტოკიო,东京,東京,東京都,도쿄,동경	35.6895	139.69171	P	PPLC	JP		40.0				8336599		44	Asia/Tokyo	2022-11-25
1851345	Suzuka-shi	Suzuka-shi	Suzuka,ling lu,ling lu shi,suzukashi,すずかし,鈴鹿,鈴鹿市	34.88114	136.58443	A	ADM2	JP		23.0	1851345.0			197977		11	Asia/Tokyo	2022-03-13
1851348	Suzuka	Suzuka	Kambe,Sudzuka,Susuka,Suzuka,Suzuka-chhi,Suzuka-chhī,ling lu,ling lu shi,seujeuka si,swzwka,swzwka  myh,Судзука,Сузука,سوزوكا,سوزوکا، میه,鈴鹿,鈴鹿市,스즈카 시	34.88333	136.58333	P	PPLA2	JP		23.0	1851345.0			191477		10	Asia/Tokyo	2017-07-22
1851718	Shizunami	Shizunami	Kawasaki,Shizunami,jing bo,静波	34.73429	138.22216	P	PPL	JP		37.0	7418321.0			0		8	Asia/Tokyo	2017-04-09
1854028	Ōno-hara	Ono-hara	Hama,Ono,Ono-hara,da ye yuan,Ōno,Ōno-hara,Оно,大野原	34.28333	132.26667	P	PPL	JP		11.0	1863017.0			26190		3	Asia/Tokyo	2020-06-11
1854585	Hama	Hama	Hama,Ohama,bang,Ōhama,浜	32.65092	128.81291	P	PPL	JP		27.0	7418804.0			0		4	Asia/Tokyo	2017-04-09
1856209	Nagano Shi	Nagano Shi	Nagano,Nagano Shi,Nagano-shi,naganoshi,zhang ye,zhang ye shi,ながのし,ナガノシ,長野,長野市	36.65257	138.11694	A	ADM2	JP		26.0	1856209.0			386065		754	Asia/Tokyo	2023-12-11
1856210	Nagano-ken	Nagano-ken	Gubernio Nagano,Maoracht Nagano,Mkoa wa Nagano,Nagano,Nagano Ken,Nagano Prefectur,Nagano Prefecture,Nagano Prefekture,Nagano Prefektuur,Nagano prefektur,Nagano prefektura,Nagano prefektuur,Nagano prefektuvra,Nagano prefektúra,Nagano prefektūra,Nagano-gaing,Nagano-gâing,Nagano-ken,Nagano-koan,Nagano-koān,Nagano-praefekturet,Nagano-præfekturet,Nagano-yen,Naganon prefektuuri,Naganum,Naganо,Naqano prefekturasi,Naqano prefekturası,Nomos Nankano,Praefektur Nagano,Prefectura Nagano,Prefectura de Nagano,Prefektur Nagano,Prefektura Nagano,Prefekturai Nagano,Prepektura ng Nagano,Präfektur Nagano,Préféktur Nagano,Wilayah Nagano,astan naganw,canghwad na nga noa,makano pripekttur,mhafzh najanw,n'yagono priphekcar,nagano,nagano hyeon,nagano prasasanika ancala,nagano priphekacara,nagano priphekcar,nagano priphekcara,naganoken,naganw pryfykchr,naghanw,naqanw awstany,prefectura de Nagano,prefecture de Nagano,prefettura di Nagano,prefeutura de Nagano,prehfektura Nagana,préfecture de Nagano,zhang ye,zhang ye xian,Νομός Ναγκάνο,Нагано,Префектура Нагано,Префектура Наґано,Префектураи Нагано,прэфектура Нагана,Նագանո,נאגנו,استان ناگانو,ضلع ناگانو,محافظه ناجانو,ناغانو,ناقانو اوستانی,ناگانو پریفیکچر,ناگانۆ,नागानो,नागानो प्रीफेक्चर,নাগানো প্রশাসনিক অঞ্চল,નાગાનો પ્રીફેકચર,மகனோ ப்ரீபெக்ட்டுர்,నాగానో ప్రిఫెక్చర్,ನ್ಯಾಗೊನೋ ಪ್ರಿಫೆಕ್ಚರ್,නගනෝ ප්‍රාන්තය,จังหวัดนางาโนะ,ნაგანო,ខេត្តណាហ្គាណុ,ながのけん,長野,長野県,長野縣,长野县,ꯅꯥꯒꯥꯅꯣ ꯂꯝꯈꯥꯢ,나가노 현	36.13464	138.04077	A	ADM1	JP		26.0				2052493		1601	Asia/Tokyo	2022-12-10
1856215	Nagano	Nagano	Nagano,Nagano-shi,Naganoshi,nagano,naganoshi,zhang ye,zhang ye shi,Нагано,ながの,ながのし,ナガノ,ナガノシ,長野,長野市	36.65	138.18333	P	PPLA	JP		26.0	1856209.0			360176		372	Asia/Tokyo	2017-04-09
1856216	Shigarakichō-nagano	Shigarakicho-nagano	Nagano,Shigarakicho-nagano,Shigarakichō-nagano,xin le ding zhang ye,信楽町長野	34.88284	136.05295	P	PPL	JP		35.0	1858984.0			0		296	Asia/Tokyo	2020-06-11
1856217	Nagano	Nagano		34.45	135.56667	P	PPL	JP		32.0	1859747.0			0		109	Asia/Tokyo	2017-04-09
1856218	Nagano	Nagano		32.95	131.8	P	PPL	JP		30.0	1853234.0			0		22	Asia/Tokyo	2017-04-09
1856219	Nagano	Nagano		32.9	131.93333	P	PPL	JP		30.0	1853234.0			0		43	Asia/Tokyo	2017-04-09
1859635	Kawasaki-shi	Kawasaki-shi	Kawasaki,chuan qi,chuan qi shi,kawasakishi,かわさきし,カワサキシ,川崎,川崎市	35.56996	139.62854	A	ADM2	JP		19.0	1859635.0			0		11	Asia/Tokyo	2017-07-21
1859636	Kawasaki Machi	Kawasaki Machi	Kawasaki,Kawasaki Machi,Kawasaki-machi,chuan qi ding,kawasakimachi,かわさきまち,カワサキマチ,川崎町	33.57052	130.81462	A	ADM3	JP		7.0	1851269.0	40605.0		18642		65	Asia/Tokyo	2023-11-08
1859640	Kawasaki Eki	Kawasaki Eki	Bahnhof Kawasaki,Estacio de Kawasaki,Estació de Kawasaki,Kavasaki,Kawasaki,Kawasaki Eki,Kawasaki Station,Kawasaki-eki,Stacio Kawasaki,Stasiun Kawasaki,aystgah kawasaky,chuan qi che zhan,chuan qi yi,chuan qi zhan,gawasakiyeog,kawasakieki,mhtt kawasaky,stazione di Kawasaki,sthani rthfi kha wa saki,Кавасаки,Кавасакі,ایستگاه کاواساکی,محطة كاواساكى,สถานีรถไฟคาวาซากิ,ခဝဆခိဘူတာ,かわさきえき,川崎站,川崎車站,川崎駅,가와사키역	35.53137	139.69681	S	RSTN	JP		19.0	1859635.0	14132.0		0		12	Asia/Tokyo	2017-04-09
1859641	Kawasaki	Kawasaki	Kawasaki,chuan qi,川崎	35.88862	139.51965	P	PPL	JP		34.0	7464128.0			0		12	Asia/Tokyo	2017-04-09
1859642	Kawasaki	Kawasaki	Cita de Kawasaki,Cità de Kawasaki,Kauasaki,Kavasaki,Kavasakis,Kavaszaki,Kawasaki,Kawasaki City,Kawasaki Si,Kawasaki-chhi,Kawasaki-chhī,Kaŭasaki,chuan qi,chuan qi shi,gawasaki si,kavasaki,kawasaky,kawasaky  kanagawa,kha wa saki,Καβασάκι,Кавасаки,Кавасакі,Կավասակի,קווסאקי,كاواساكي,کاواساکی، کاناگاوا,कावासाकी,คะวะซะกิ,川崎,川崎市,가와사키 시	35.52056	139.71722	P	PPLA2	JP		19.0	1859635.0			1531646		1	Asia/Tokyo	2022-09-02
1859643	Kawasaki	Kawasaki	Kauasaki,Kawasaki	35.4	136.88333	P	PPL	JP		9.0	1860734.0			0		43	Asia/Tokyo	2017-04-09
1859644	Kawasakichō	Kawasakicho	Kawasaki,Kawasakicho,Kawasakichō,chuan qi ding,川崎町	34.89534	136.46772	P	PPL	JP		23.0	7417711.0			0		46	Asia/Tokyo	2020-06-11
1859645	Ōasachō-kawasaki	Oasacho-kawasaki	Kawasaki,Oasacho-kawasaki,da ma ding chuan qi,Ōasachō-kawasaki,大麻町川崎	34.14449	134.51413	P	PPL	JP		39.0	10172903.0			0		2	Asia/Tokyo	2020-06-11
1859646	Kawasaki	Kawasaki		34.06667	131.78333	P	PPL	JP		45.0	7393001.0			0		1	Asia/Tokyo	2017-04-09
1859647	Kawasaki	Kawasaki	Kawasaki,chuan qi,chuan qi ding,川崎,川崎町	33.59993	130.81495	P	PPL	JP		7.0	1851269.0	40605.0		17324		47	Asia/Tokyo	2021-10-05
1859648	Kawasaki	Kawasaki		33.18333	132.78333	P	PPL	JP		20.0	7405898.0			0		150	Asia/Tokyo	2017-04-09
1859649	Kawasaki	Kawasaki	Kaasachi,Kawasaki,chuan qi,川崎	26.3835	127.84138	P	PPLX	JP		47.0	7415821.0			0		30	Asia/Tokyo	2017-04-09
1860126	Nōmichō-kanokawa	Nomicho-kanokawa	Hama,Kanokawa,Nomicho-kanokawa,Nōmichō-kanokawa,neng mei ding lu chuan,能美町鹿川	34.20056	132.44234	P	PPL	JP		11.0	8740425.0			0		13	Asia/Tokyo	2020-06-11
1861060	Japan	Japan	An Iapan,An t-Seapan,Binaʼadaałtzózí Dinéʼiʼ Bikéyah,Caponia,Chapan,Chapon,Chapón,D'oppuon,Djapan,Dzapan nutome,Giapon,Giappon,Giappone,Giappuni,Giapun,Giapòn,Gjapon,Gyapan,Hapani,Hapo,Hapon,Hapõ,IJapani,IJaphani,Iapan,Iapana,Iapani,Iaponia,Iāpana,Jaapan,Jaappaan,Jabaan,Jabbaan,Jahpan,Japan,Japana,Japane,Japang,Japani,Japanio,Japanska,Japanujo,Japao,Japaun,Japańska,Japo,Japon,Japon Ulas,Japoneja,Japoni,Japonia,Japonii,Japonij,Japonija,Japonija Mastor,Japonmastor,Japonska,Japonsko,Japonya,Japounii,Japu,Japun,Japunijo,Japuoneje,Japuonėjė,Japán,Japána,Japão,Japòńskô,Japó,Japón,Japāna,Japůńijo,Jepang,Jepun,Jeupun,Jit-pun,Ji̍t-pún,J·apon,Jáhpan,Nditbonj,Ngit-pun,Ngi̍t-pún,Nhat Ban,Nhật Bản,Nihon,Nihun,Nik-buong,Nipono,Nippon,Nixuudin Nutg,Njabani,Nĭk-buōng,O Xapon,O Xapón,Sapon,Sapoo,Sapoŋ,Sappon,Siapan,Siapani,Sàppoŋ,Tapone,Tāpōnē,Ubuyapani,Ujapani,Xapon,Xapon - ri ben,Xapón,Xapón - 日本,Yapaen,Yapan,Yaponiya,Yapän,Yn Chapaan,Yn Çhapaan,Zapoeon,Zapöon,Zapɔ,Zapɔn,Zapɔ́,Zhaponija,Zhopun,alyaban,an tSeapain,an tSeapáin,i-Japan,iapʼonia,il-Gappun,il-Ġappun,ilbon,japan,japana,japana:,japanu,jappan,jappaൻ,japwn,jaፓni,jpan,pongue,prathes yipun,ri ben,yapwnyyە,yipun,ypn,yʼapʼan,zhapn,zhapwn,Ýaponiýa,Ιαπωνία,Јапан,Јапонија,Дьоппуон,Жапония,Жопун,Иапониа,Ниxуудин Нутг,Ниппон,Япон,Япон Улас,Япони,Японий,Япония,Япония Мастор,Японмастор,Японія,Ճապոնիա,יאַפּאַן,יאפאן,יפן,اليابان,جاپان,جاپون,جپان,نیہون,ياپونىيە,ژاپن,ژاپون,ژاپۆن,ܝܦܢ,ޖަޕާނު,जपान,जपान्,जापन:,जापान,জাপান,ਜਪਾਨ,જાપાન,ଜାପାନ,ଜାପାନ୍,ஜப்பான்,జపాన్,ಜಪಾನ್,ജപ്പാൻ,ජපානය,ญี่ปุ่น,ประเทศญี่ปุ่น,ຍປນ,ຍີ່ປຸ່ນ,ປະເທດຍີ່ປຸ່ນ,ཇ་པན,ཇ་པན།,ཇ་པཱན,ཇཱ་པཱན།,ཉ་ཧང་,ཉ་ཧང་།,ཉི་ཧོང་,ཉི་ཧོང་།,ဂျပန်,ဂျပန်နိုင်ငံ,იაპონია,ጃፓን,ᏣᏩᏂᏏ,ᓃᑉᐊᓐ,ជបន,ជប៉ុន,ᨍᨛᨄ,日本,ꏝꀪ,Ꙗпѡнїꙗ,일본	35.68536	139.75309	A	PCLI	JP		0.0				126529100		19	Asia/Tokyo	2021-08-16
1863313	Hama	Hama		35.65097	134.55011	P	PPL	JP		13.0	7370809.0	28585.0		0		170	Asia/Tokyo	2017-04-09
1863314	Hama	Hama		35.60306	135.22139	P	PPL	JP		22.0	7412197.0			0		4	Asia/Tokyo	2017-04-09
1863315	Kaka-hama	Kaka-hama	Hama,Kaka-hama,jia he bang,加賀浜	35.56251	133.05806	P	PPL	JP		36.0	1857549.0			0		19	Asia/Tokyo	2017-04-09
1863316	Hama	Hama	Hama,Hamada,bang,浜	34.48852	134.09739	P	PPLL	JP		17.0	1851654.0	37322.0		0		6	Asia/Tokyo	2017-04-09
1863317	Hama	Hama	Hama,bang,浜	34.38906	134.13012	P	PPLX	JP		17.0	1851095.0			0		7	Asia/Tokyo	2017-04-09
1863318	Kunisakimachi-hama	Kunisakimachi-hama	Hama,Kunisakimachi-hama,guo dong ding bang,国東町浜	33.63473	131.67737	P	PPL	JP		30.0	7279571.0			0		35	Asia/Tokyo	2017-04-09
1863319	Hama	Hama	Hama,bang,浜	33.61361	131.47155	P	PPL	JP		30.0	1864667.0			0		10	Asia/Tokyo	2017-04-09
1863320	Hamanaka	Hamanaka	Hama,Hamanaka,bang zhong,浜中	33.61138	131.47463	P	PPL	JP		30.0	1864667.0			0		6	Asia/Tokyo	2017-04-09
1863321	Hamamachi	Hamamachi	Hama,Hamamachi,bang ding,浜町	33.08333	130.11667	P	PPL	JP		33.0	1859936.0			0		77	Asia/Tokyo	2017-04-09
1863322	Hamamachi	Hamamachi	Hama,Hamamachi,bang ding,hamamachi,はままち,ハママチ,浜町	32.68492	130.98866	P	PPL	JP		21.0	7412706.0	43447.0		0		444	Asia/Tokyo	2017-04-09
1863323	Hama	Hama	Hama,bang,hama,はま,浜	26.71903	128.15762	P	PPL	JP		47.0	1858371.0	47301.0		0		6	Asia/Tokyo	2017-04-09
1863324	Hama	Hama	Hama,Hamamura,bang,浜	26.57973	127.23703	P	PPL	JP		47.0	1852456.0	47355.0		0		8	Asia/Tokyo	2017-04-09
1863325	Katsuren-hama	Katsuren-hama	Bama,Hama,Katsuren-hama,sheng lian bang,勝連浜	26.32583	127.95282	P	PPL	JP		47.0	7415821.0			0		7	Asia/Tokyo	2017-04-09
1863326	Hama	Hama		34.03477	132.84136	L	AREA	JP		5.0				0		6	Asia/Tokyo	2008-04-04
1863932	Fukushima	Fukushima	Fukushima,fu dao,福島	36.25463	138.92828	P	PPL	JP		10.0	1860108.0	10384.0		0		145	Asia/Tokyo	2017-04-09
1863934	Fukushima	Fukushima	Fukushima	33.2	130.56667	P	PPL	JP		7.0	1848578.0			0		31	Asia/Tokyo	2018-07-04
1863935	Fukushima	Fukushima	Fukushima,Fukushima Inamachi,Hukusima,Nakamachi,Nakanomachi	31.46667	131.21667	P	PPL	JP		25.0	1858035.0			0		17	Asia/Tokyo	2017-04-09
1864438	Daini-china	Daini-china	China,Daini-china	26.18333	127.8	P	PPL	JP		47.0	7415820.0			0		10	Asia/Tokyo	2017-04-09
1864565	China	China	China-cho,China-chō,zhi ming,zhi ming ding,知名,知名町	27.33333	128.56667	P	PPL	JP		18.0	1853737.0	46534.0		5976		43	Asia/Tokyo	2021-10-10
1864567	China	China	Chifuwa,Chiha,China,Chiwa,Jiha,china,zhi ming,ちな,知名	26.18361	127.81778	P	PPL	JP		47.0	7415820.0			0		18	Asia/Tokyo	2017-04-09
1926106	Kuchō	Kucho	Hama,Kucho,Kuchō,jiu ding,九町	33.47459	132.30633	P	PPL	JP		5.0	1855138.0	38442.0		0		8	Asia/Tokyo	2017-04-09
1926113	Kawasaki	Kawasaki		33.28333	132.71667	P	PPL	JP		5.0	1859256.0	38488.0		0		296	Asia/Tokyo	2017-04-09
1926162	Asadatsu	Asadatsu	Hama	33.38243	132.42147	P	PPL	JP		5.0	10861187.0			0		5	Asia/Tokyo	2017-04-09
2111772	Nagano	Nagano	Nagano,zhang ye,長野	39.53333	140.53333	P	PPL	JP		2.0	7443149.0			0		40	Asia/Tokyo	2017-04-09
2111773	Nagano	Nagano	Nagano,yong ye,永野	38.09083	140.65528	P	PPL	JP		24.0	2112306.0	4301.0		0		103	Asia/Tokyo	2017-04-09
2112284	Kawasaki	Kawasaki	Kawasaki,Kawasaki-machi,chuan qi ding,川崎町	38.17278	140.63694	P	PPL	JP		24.0	2111130.0	4324.0		8637		187	Asia/Tokyo	2021-10-13
2112832	Kamihama	Kamihama	Hama,Kamihama,bang,hama,kamihama,shang bang,かみはま,はま,カミハマ,上浜,浜	38.40958	141.23916	P	PPL	JP		24.0	7446990.0			0		2	Asia/Tokyo	2017-04-09
2112921	Fukushima Shi	Fukushima Shi	Fukushima,Fukushima Shi,Fukushima-shi,fu dao,fu dao shi,fukushimashi,ふくしまし,フクシマシ,福島,福島市	37.78643	140.38849	A	ADM2	JP		8.0	2112921.0			285146		151	Asia/Tokyo	2024-02-08
2112922	Fukushima-ken	Fukushima-ken	Fukushima,Fukushima Ken,Fukushima Prefectur,Fukushima Prefecture,Fukushima Prefekture,Fukushima Prefektuur,Fukushima prefektur,Fukushima prefektuur,Fukushima prefektuvra,Fukushima-gaing,Fukushima-gâing,Fukushima-ken,Fukushima-praefekturet,Fukushima-præfekturet,Fukushima-yen,Fukushiman prefektuuri,Fukusima,Fukusima Prefektoerluegue,Fukusima prefektura,Fukusima prefekturasi,Fukusima prefektúra,Fukusimas prefektura,Fukusimas prefektūra,Fukusimos prefektura,Fukuşima Prefektörlüğü,Fukuşima prefekturası,Fukušima,Fukušimas prefektūra,Fukušimos prefektūra,Gubernio Fukusima,Gubernio Fukuŝima,Hukusima-koan,Hukusima-koān,Maoracht Fukushima,Mkoa wa Fukushima,Nomos Foukousima,Praefektur Fukushima,Prefectura Fukushima,Prefectura de Fukushima,Prefediezh Fukushima,Prefektur Fukushima,Prefektura Fukushima,Prefektura Fukusima,Prefektura Fukušima,Prefekturai Fukushima,Prepektura ng Fukushima,Präfektur Fukushima,Préféktur Fukushima,Pukushima,Wilayah Fukushima,astan fwkwshyma,canghwad fu ku chi ma,fu dao,fu dao xian,fukushimaken,fukusima prifekcara,fwkwshyma,fwkwshyma awstany,fwkwshyma pryfykchr,hukusima hyeon,phukusima,phukusima prasasanika ancala,phukusima priphekacara,phukusima priphekcar,pikkusima pripektture,prefectura de Fukushima,prefecture de Fukushima,prefektura Fukusima,prefektura Fukušima,prefettura di Fukushima,prefeutura de Fukushima,prehfektura Fukusima,préfecture de Fukushima,pwqwsymh,Νομός Φουκουσίμα,Префектура Фукушіма,Префектураи Фукушима,Фукусима,Фукушима,Фүкүшима,прэфектура Фукусіма,Ֆուկուսիմա,פוקושימה,استان فوکوشیما,ضلع فوکوشیما,فوكوشيما,فوکوشیما,فوکوشیما اوستانی,فوکوشیما پریفیکچر,فۇكۇشىما ناھىيىسى,फ़ूकूशिमा प्रीफ़ेक्चर,फुकुशिमा,ফুকুশিমা প্রশাসনিক অঞ্চল,ફૂકુશીમા પ્રીફેકચર,பிக்குஷிமா ப்ரீபெக்ட்டுறே,ఫుకుషిమా ప్రిఫెక్చర్,ಫುಕುಶಿಮಾ ಪ್ರಿಫೆಕ್ಚರ್,ෆුකුෂිමා ප්‍රාන්තය,จังหวัดฟูกูชิมะ,ფუკუსიმაშ პრეფექტურა,ფუკუსიმის პრეფექტურა,ខេត្តហ្វូគូស៊ីម៉ា,ふくしまけん,福岛县,福島,福島県,福島縣,ꯐꯨꯀꯨꯁꯤꯃꯥ ꯂꯝꯈꯥꯢ,후쿠시마 현	37.38158	140.22199	A	ADM1	JP		8.0				1810286		490	Asia/Tokyo	2023-08-01
2112923	Fukushima	Fukushima	FKS,Fukushima,Fukushima-shi,Fukushimashi,Fukusima,Furukawa,Hukusima,fu dao,fu dao shi,fukushima,fukushimashi,Фукусима,ふくしま,ふくしまし,フクシマ,フクシマシ,福島,福島市	37.75	140.46667	P	PPLA	JP		8.0	2112921.0			294237		77	Asia/Tokyo	2017-04-09
2114149	Nagano	Nagano	Nagano,yong ye,永野	38.13833	140.33667	P	PPL	JP		44.0	2112407.0			0		364	Asia/Tokyo	2017-04-09
2130180	Hama	Hama	Furubira,Hama,Hama-machi	43.25	140.63333	P	PPL	JP		12.0	2130287.0	1406.0		0		10	Asia/Tokyo	2017-04-09
2130324	Fukushima	Fukushima	Fukushima,Hukusima,fu dao,fu dao ding,fukushima,ふくしま,フクシマ,福島,福島町	41.48031	140.25267	P	PPL	JP		12.0	7428093.0	1332.0		4390		53	Asia/Tokyo	2021-10-06
6419712	Hamachō	Hamacho	Hama,Hamacho,Hamachō,bang ding,浜町	35.68317	139.99005	P	PPLX	JP		4.0	1863903.0			0		4	Asia/Tokyo	2017-11-10
6419723	Kawasaki-chō	Kawasaki-cho	Kawasaki,Kawasaki-cho,Kawasaki-chō,chuan qi ding,kawasakichou,かわさきちょう,川崎町	35.58259	140.12267	P	PPL	JP		4.0	2113012.0	12101.0		0		7	Asia/Tokyo	2020-06-12
8182317	Shimohama	Shimohama	Hama,Shimohama,bang,hama,shimohama,xia bang,しもはま,はま,シモハマ,下浜,浜	38.413	141.24371	P	PPL	JP		24.0	7446990.0			0		2	Asia/Tokyo	2017-04-09
8182318	Hamasuka	Hamasuka	Hama,Hamasuka,bang,bang xu he,hama,hamasuka,はま,はますか,ハマスカ,浜,浜須賀	38.40889	141.23002	P	PPL	JP		24.0	7446990.0			0		0	Asia/Tokyo	2017-04-09
8383637	Fukushima	Fukushima	Fukushima,fu dao,fukushima,ふくしま,フクシマ,福島	40.9374	140.9542	P	PPL	JP		3.0	2130088.0	2301.0		0		25	Asia/Tokyo	2017-04-09
8411500	Kawasaki	Kawasaki	Kawasaki,chuan xian,kawasaki,かわさき,カワサキ,川先	40.58964	140.49128	P	PPL	JP		3.0	2130056.0			0		43	Asia/Tokyo	2017-04-09
8472772	Kawasaki	Kawasaki	Kawasaki,chuan qi,kawasaki,かわさき,カワサキ,川崎	40.72976	140.18762	P	PPL	JP		3.0	8534376.0	2321.0		0		31	Asia/Tokyo	2017-04-09
8476217	Nagano	Nagano	Nagano,nagano,zhang ye,ながの,ナガノ,長野	40.69855	140.47795	P	PPL	JP		3.0	2129525.0	2381.0		0		17	Asia/Tokyo	2017-04-09
8477103	Fukushima	Fukushima	Fukushima,fu dao,fukushima,ふくしま,フクシマ,福島	40.78889	140.40648	P	PPL	JP		3.0	7439944.0			0		8	Asia/Tokyo	2017-04-09
8507125	Fukushima	Fukushima	Fukushima,fu dao,fukushima,ふくしま,フクシマ,福島	40.67996	140.56261	P	PPL	JP		3.0	2129224.0	2361.0		0		21	Asia/Tokyo	2017-04-09
8660194	Nagano	Nagano	Nagano,zhang ye,長野	34.75841	139.02089	P	PPLX	JP		37.0	1860327.0	22302.0		0		77	Asia/Tokyo	2017-04-09
8715997	Kawasaki	Kawasaki	Kawasaki,he qi,河崎	38.06195	138.47853	P	PPL	JP		29.0	1853313.0			0		2	Asia/Tokyo	2017-04-09
9115417	Fukushima	Fukushima	Fukushima,fu dao,福島	36.01993	138.11871	P	PPLX	JP		26.0	1851362.0			0		764	Asia/Tokyo	2017-04-09
9199514	Hama	Hama	Hama,bang,浜	34.19618	133.64251	P	PPLL	JP		17.0	1856906.0			0		2	Asia/Tokyo	2017-04-09
9290665	Fukushima	Fukushima	Fukushima,fu dao,福島	34.90907	135.21268	P	PPL	JP		13.0	7370813.0			0		156	Asia/Tokyo	2017-04-09
9291044	Suzuka	Suzuka	Suzuka,ling lu,鈴鹿	34.95422	135.27249	P	PPL	JP		13.0	7370813.0			0		206	Asia/Tokyo	2017-04-09
9632697	Nagano	Nagano	Nagano,zhang ye,長野	34.50668	136.11273	P	PPL	JP		28.0	1849448.0	29385.0		0		470	Asia/Tokyo	2017-04-09
9888579	Nagano	Nagano	Nagano,zhang ye,長野	33.50116	130.19724	P	PPL	JP		7.0	9035649.0			0		58	Asia/Tokyo	2017-04-09
9889447	Nagano	Nagano	Nagano,zhang ye,長野	33.29254	129.97331	P	PPLL	JP		33.0	7391355.0			0		24	Asia/Tokyo	2017-04-09
9890131	Nagano	Nagano	Nagano,yong ye,永野	33.26669	130.01618	P	PPLL	JP		33.0	1850832.0			0		148	Asia/Tokyo	2017-04-09
9890228	Nagano	Nagano	Nagano,zhang ye,長野	33.09565	129.9309	P	PPLL	JP		33.0	7391363.0			0		264	Asia/Tokyo	2017-04-09
10115539	Washington	Washington		35.61206	140.11878	S	HTL	JP		4.0	2113012.0	12101.0		0		18	Asia/Tokyo	2017-04-09
10128691	Washington	Washington		32.7418	129.87505	S	HTL	JP		27.0	1856152.0			0		10	Asia/Tokyo	2017-04-09
10178846	Nagano	Nagano	Nagano,zhang ye,長野	31.19131	130.88588	P	PPLL	JP		18.0	7383999.0	46490.0		0		288	Asia/Tokyo	2017-04-09
10179177	Nagano	Nagano	Nagano,zhang ye,長野	31.16318	130.81502	P	PPLL	JP		18.0	7383999.0	46491.0		0		281	Asia/Tokyo	2017-04-09
10179280	Nagano	Nagano	Nagano,yong ye,永野	31.31014	130.93836	P	PPLL	JP		18.0	7383999.0	46492.0		0		68	Asia/Tokyo	2017-04-09
10255456	Fukushima	Fukushima	Fukushima,fu dao,fukushima,ふくしま,フクシマ,福島	32.2148	130.84592	P	PPLL	JP		21.0	7412708.0	43501.0		0		129	Asia/Tokyo	2017-04-09
